,brief,header,pub_time,url
0,9月17-19日，“2018世界人工智能大会”将在上海举办，不论是从嘉宾阵容还是论坛主题，无疑是今年级别最高、干货最多的 AI 主题会议，届时钛媒体也将派出科技报道团队前...,倒计时10天！今年最顶级 AI 盛会，参会者有马云马化腾李彦宏刘强东雷军……,2018-09-06,http://www.tmtpost.com/3458831.html
