,brief,classes_name,header,news_url,pubtime,savetime
169,深圳龙华警方通报称，黄某（男，25岁）与邓某（女，25岁）系同厂员工，当日上午二人因情感纠纷发生争执，黄某用随身携带的水果刀将邓某刺伤致死后自杀身亡。,澎湃新闻,不满巴拉圭将使馆从耶路撒冷迁回特拉维夫，以色列“报复”,https://www.thepaper.cn/newsDetail_forward_2413837,6小时前,2018-09-06 20:42:18
170,巴拉圭5日表示，将把该国驻以色列大使馆从耶路撒冷迁回特拉维夫。此消息一出，以色列总理内塔尼亚胡旋即下令关闭以色列驻巴拉圭使馆，以示“报复”。,澎湃新闻,福州一派出所长参股色情场所并充当保护伞，放任违法活动被查,https://www.thepaper.cn/newsDetail_forward_2413709,6小时前,2018-09-06 20:42:18
171,福州市公安局一派出所所长在明知辖区内一玉足浴店从事卖淫嫖娼违法犯罪活动的情况下，充当涉恶犯罪组织的“保护伞”，并以他人名义参股经营被查。,澎湃新闻,李宏斌任新疆维吾尔自治区住建厅厅长，李学东不再担任,https://www.thepaper.cn/newsDetail_forward_2413918,6小时前,2018-09-06 20:42:18
172,李宏斌，1966年10月出生，此前担任新疆自治区交通运输厅党委书记、副厅长；李学东，1964年9月出生，此前担任新疆自治区住建厅党组副书记、厅长。,澎湃新闻,乌兰察布市人大副主任、察哈尔右翼中旗旗委书记赵向红被查,https://www.thepaper.cn/newsDetail_forward_2413901,6小时前,2018-09-06 20:42:18
173,据内蒙古自治区纪委监委消息：内蒙古自治区乌兰察布市人大常委会副主任、察哈尔右翼中旗旗委书记赵向红涉嫌严重违纪违法，目前正在接受纪律审查和监察调查。,澎湃新闻,韩国检方要求对前总统李明博判刑20年,https://www.thepaper.cn/newsDetail_forward_2413937,6小时前,2018-09-06 20:42:18
174,据韩联社6日报道，韩国检方要求对前总统李明博判刑20年。根据检方向法院提交的逮捕申请令，李明博涉嫌收受贿赂、挪用公款、逃税漏税、滥用职权等十几项罪名。,澎湃新闻,“异性拼房”APP涉黄屡屡被封，换“马甲”后卷土重来,https://www.thepaper.cn/newsDetail_forward_2413542,6小时前,2018-09-06 20:42:18
175,共享经济是个热词，但打着共享旗号的违法违规项目也层出不穷。近日，曾因涉黄屡遭封禁的“同住拼房”换了个马甲“睡睡”，再度复活。,澎湃新闻,中国网络媒体论坛在宁波开幕，新闻网站传播力榜发布,https://www.thepaper.cn/newsDetail_forward_2413851,6小时前,2018-09-06 20:42:18
176,论坛开幕式和主论坛上发布了《中国新闻网站传播力榜》，科学呈现新闻网站的核心竞争力和综合传播实力，为中国网络媒体的发展提供数据参考。,澎湃新闻,视频|老外携90只假名表出境，称均价50元,https://www.thepaper.cn/newsDetail_forward_2413868,6小时前,2018-09-06 20:42:19
177,近日，四川成都。一名外籍旅客带90只假冒名表出境，被机场海关关员查获，其称手表购于广州，均价约50元，欲带出国售卖。此次拦截的手表如全是正品，价值将逾千万。,澎湃新闻,00后上大学了⑨｜清华新生：我们不自私，有自己的社会担当,https://www.thepaper.cn/newsDetail_forward_2387153,6小时前,2018-09-06 20:42:19
178,谢宇煊说：觉得“学习无用”的人是在找一个荒唐的理由自我欺骗，古今凡能成大事者，必是一个成功的读书人。生活是符合守恒律的，经历多少苦，就能收获多少乐。,澎湃新闻,江西力争瑞梅铁路年底开工，部分地区结束多年无铁路历史,https://www.thepaper.cn/newsDetail_forward_2413789,6小时前,2018-09-06 20:42:19
179,想要富先修路，近日江西铁路建设传来新消息力争瑞梅铁路年底开工！这一条路，赣南人民等了10年！建成后，安远、寻乌将结束没有铁路的历史。,澎湃新闻,女职工深夜没在十分钟内回工作微信被开除，调解获赔1.8万,https://www.thepaper.cn/newsDetail_forward_2413766,6小时前,2018-09-06 20:42:19
